928	Страсть рыцаря	(Коул Кэндис)	Два брата-близнеца, два рыцаря, должны повести к алтарю – волей или неволей – двух знатных наследниц из Уэльса. Таков приказ короля. Только так может Англия подчинить мятежные валлийские земли. Но что же делать лорду Рэйвену из Стоунли, полюбившему не свою невесту, а невесту брата? Что делать мужчине, который впервые в жизни встретил женщину, назначенную ему самой судьбой – и тут же узнал, что она должна обвенчаться с другим? Только – действовать. Во имя своего СЧАСТЬЯ. Во имя своей ЛЮБВИ!		
971	Строптивая невеста	(Коултер Кэтрин)	На Ямайке красавица София Стентон-Гревиль пользовалась известностью женщины весьма свободного поведения и точно целью задалась подтвердить свою сомнительную славу. Иначе зачем бы ей упорно пытаться соблазнить молодого английского аристократа Райдера Шербрука? Однако чем дальше, тем больше подозревает Райдер, что под маской легкомысленной обольстительницы скрывается чистая и невинная девушка, затеявшая рискованную игру с непонятной пока для него целью...		
980	Загадочная незнакомка	(Крейг Эмма)	Юная красавица Софи Мадригал могла прочитать по руке судьбу любого обитателя Дикого Запада... но однажды увидела на ладони сурового и безжалостного Габриэля Кэйна... СВОЕ ИМЯ! Быть может, это обман? Но судьба не лжет! Значит, само небо предназначило Софи ответить на страсть мужчины, непривычного к нежности и ласке. Отчаянный храбрец, не ведавший страха, он только теперь вынужден учиться ЛЮБИТЬ и ЗАЩИЩАТЬ.		
3086	Дикая Роза Техаса	(Крилл Кэтрин)	"Дикую розу Техаса", неугомонную Кейли Роз Бучанен, отправили к родным в Шотландию с четким приказом - без мужа не возвращаться. Мужа и получила девушка, но какого! Во имя отмщения за зло, совершенное давным-давно предком Кейли Роз, она должна стать женой предводителя оскорбленного клана - Яна Мак-Грегора. Расплачиваться за нечто, к чему лично она не имеет никакого отношения, невеста-пленница не желает. Только уж очень трудно ненавидеть страстного красавца Яна...		
3087	Леди Алекс	(Крилл Кэтрин)	Жестокий каприз судьбы забросил Александру Синклер, невинно осужденную знатную леди, на австралийскую каторгу. Но именно там, в этом кошмаре, где нет места надежде, неожиданно встретила леди Алекс мужчину, предназначенного ей свыше, - американца Джонатана Хэзэрда, который не только подарил ей свободу, но и открыл целый мир обжигающей страсти, нежности и наслаждения...		
3088	Техасская свадьба	(Крилл Кэтрин)	Рэнд Логан ухитрился бросить молоденькую Клэр... в первую брачную ночь, сделав несчастную - не то невесту, не то жену - объектом насмешек и унизительного сочувствия всего техасского городка. Годы понадобились легкомысленному беглецу, чтобы осознать, как нелепо потерял он свое счастье, и вернуться домой. Однако Клэр - уже не наивная влюбленная девочка, а гордая, неприступная, преуспевающая женщина, за право обладать которой Рэнду предстоит нелегкая борьба...		
47218	Поцелуй после полуночи	(Кросби Таня Энн)	Из сборника Венчание в полночь Богатая наследница английских аристократов должна вступить в брак, пока часы не пробьют полночь, – и исполняет обязательство…		
3097	Нежное прикосновение	(Крэн Бетина)	Юная Даймонд Вингейт, которую буквально осаждали поклонники, стояла перед нелегкой проблемой: как угадать в толпе воздыхателей того единственного, кому нужно не доставшееся ей по наследству огромное состояние, а ее пылкое, нежное сердце? Возможно, этим единственным окажется грубоватый, независимый бизнесмен Макквайд, пытающийся покорить Даймонд не светским лоском аристократических манер, но обаянием подлинной мужественности и неподкупностью искреннего чувства?...		
3098	Неотразимый обольститель	(Крэн Бетина)	Решительная и независимая Беатрис фон Фюрстенберг привыкла отрицать все, что связывает мужчину и женщину, – не только брак и любовь, но даже силу красоты. Однако, когда Беатрис понадобилась помощь, она вынуждена была обратиться к молодому адвокату Коннору Барроу, известному своим неуважением к слабому полу... Итак, женщина, ненавидящая мужчин, и мужчина, презирающий женщин?.. Война, не признающая правил, — или страстная любовь, сметающая все преграды?.. Возможно, любовь-война! Ведь только на войне и в любви хороши ЛЮБЫЕ СРЕДСТВА!..		
28356	Лорд-обольститель	(Куин Пола)	Приказ короля был ясен: леди Танон Ризанде должна стать женой валлийского принца Гарета ап Овейна. Этот союз сулил огромные политические выгоды Англии, однако никак не устраивал гордую красавицу, не намеренную вступать в брак с "диким кельтом". Однако Овейн, которого боятся враги и почитают бесстрашные воины, не зря считается покорителем женских сердец. Он намерен пустить в ход все свое обаяние и превратить ненависть и презрение своенравной англичанки в пылкую и нежную страсть...		
8120	Женитьба повесы	(Кук Кристина)	Легкомысленный повеса Колин Розмур, обвиненный в нечестной игре, понимает что единственный шанс восстановить репутацию - это удачно жениться. Красавица Бренна Маклахлан богата, умна, держит свое поместье в своих крепких руках, и кажется ее совсем не интересуют мужчины. Так что же ожидает Розмура в будущем - брак по расчету или глубокое,страстное чувство?...		
6863	Неодолимое влечение	(Кук Кристина)	Начинающему политику нужна подходящая невеста - богатая аристократка из семьи, обладающей прочными связями в парламенте. Но почему тогда Генри Эштона неодолимо влечет к ехидной и дерзкой Люси Аббингтон, мечтающей сделать карьеру и стать независимой? О браке не может быть и речи. Незаконная связь - а почему бы и нет? Но Люси упрямо отвергает ухаживания Генри, смеется над его страстью и с наслаждением доводит до бешенства. Любовь? Война! Так кто же сдастся первым?..		
1001	Вслед за луной	(Кук Линда)	Это – история о женщине, которая избегала соблазнов, но однажды была вынуждена довериться самому опасному мужчине Англии... Это – история о мужчине, который поклялся не выбирать средств в борьбе за титул и фамильный замок, но однажды понял, что любовь к женщине – важнее гордости и амбиций... Это – история мужчны и женщины, которые любили друг друга пламенно, страстно и неодолимо. Любили наперекор опасности, угрожавшей не только их счастью, но и их жизни...		
1002	Ночные костры	(Кук Линда)	Прелестная Алиса Мирбо, предназначенная в жены мужественному рыцарю Раймону де Базену, отказывалась поверить в искренность чувств жениха, ибо имела все основания подозревать его в желании выведать старинную семенную тайну – тайну, которую она поклялась сохранять любой ценой. Однако жизни Алисы угрожает клинок таинственного убийцы, и именно Раймон становится для девушки единственным защитником – защитником, готовым снова и снова рисковать собой во имя спасения своей возлюбленной...		
1003	Серебряный ветер	(Кук Линда)	Мужчина, утративший земли и свободу, и женщина, вынужденная спасать свою жизнь ценой лжи и предательства... Что могло выйти из брака злейшего врага короля, сэра Симона Тэлброка, и королевской "шпионки поневоле" – валлийской красавицы Аделины? Смертный приговор для Симона – и вечное горе для Аделины? Или нежданное счастье подлинной любви? Счастье неудержимой и властной СТРАСТИ, сметающей на своем пути любые преграды?...		
1013	Маленький скандал	(Кэбот Патриция)	Может ли истинный джентльмен денно и нощно мечтать об объятиях... компаньонки собственной юной дочери? Может, если джентльмен этот – мужественный маркиз Берк Трэхерн. Может ли скромная, достойная девушка втайне желать... отдаться возлюбленному душой и телом? Может, если девушка эта – прелестная и гордая Кейт Мейхью. Итак, очередной "маленький скандал" в лондонском свете? Или все-таки НАСТОЯЩАЯ ЛЮБОВЬ, не знающая никаких преград?...		
1014	Портрет моего сердца	(Кэбот Патриция)	Они выросли вместе – долговязая Мэгги Герберт и самоуверенный хулиган Джереми Ролингз. Встретившись, после пяти лет учебы, они неожиданно обнаружили, что очень нравятся друг другу. Забылись былые потасовки, унижения и детские игры, теперь они – мужчина и женщина. Но они вновь были вынуждены расстаться – слишком уж молоды они были, и слишком уж много у обоих амбиций. Он отправился на войну, она в художественную школу в Париж. Прошли годы, но узнав о ее помолвке, он – герой войны, овеянный славой и слухами красавец, возвращается из далекой Индии, чтобы отомстить "неверной" красавице за измену…		
1015	Поцелуйте невесту, милорд!	(Кэбот Патриция)	Блестящий Джеймс Марбери, граф Денем, вовсе не отличался ни ханжеством, ни пуританством. Почему же в такую ярость привели светского повесу побег и венчание подруги детства? Почему же он так счастлив услышать, что вскоре после свадьбы Эмма стала вдовой? Что это – оскорбленная гордость отвергнутого мужчины? Или наконец-то появившаяся надежда на счастье любви, ВОЗРОЖДЕННОЙ ИЗ ПЕПЛА УТРАТЫ?.. Джеймс знает одно – ТЕПЕРЬ он покорит прекрасную Эмму ЛЮБОЙ ЦЕНОЙ!		
1016	Пьянящий аромат	(Кэбот Патриция)	Какая женщина могла противостоять чарам лорда Эдварда Роулинза – беспутного повесы и великосветского обольстителя, повернуть против знаменитого ловеласа его же собственное оружие и обратить в пылкого влюбленного, впервые в жизни сгорающего от страсти? Только Пегги Макдугал, зеленоглазая красавица, скрывавшая под маской старой девы и синего чулка острый язычок, затаенное пламя желаний и тайную жажду счастья. Именно ей суждено стать достойной противницей лорда в любовной "дуэли" и навеки завоевать его сердце...		
1017	Целомудрие и соблазн	(Кэбот Патриция)	Когда леди Кэролайн Линфорд увидела своего жениха в объятиях другой женщины, первым ее побуждением было разорвать помолвку с красавцем-маркизом. Но почтенная матушка обманутой невесты и слышать об этом не пожелала: эка невидаль, мужская неверность! Кэролайн поняла, что к возникшей проблеме придется подойти с другой стороны, и целомудренная благонравная девушка обратилась за помощью к цепкому коммерсанту, поднявшемуся из лондонских низов, Брендану Грэнвиллу, потому что у этого опасного мужчины, кроме прозвища за меткую стрельбу Мертвяк Десятка Грэнвилл, был еще и вызывающий у всех мужчин зависть титул Лондонского Сердцееда и слава непревзойденного обольстителя, что было уж совсем непонятно мисс Линфорд, учитывая довольно устрашающую внешность Грэнвилла. Но мистер Грэнвилл решительно отказался научить невинную девицу уловкам обольстительницы. А буквально через несколько часов вдруг неожиданно согласился. Почему? Преследует свою собственную цель? Или тщетно пытается понять, почему он вдруг утратил решимость и железную волю, бывшие неотъемлемыми чертами его характера, и что означает полуобморочное состояние, в которое он впал, стоило ему заглянуть в ясные карие глаза Кэролайн?...		
1018	Эти синие глаза	(Кэбот Патриция)	Бренна не могла прийти в себя от ярости — все ее планы рухнули лишь потому, что какой-то лондонский повеса решил удалиться от светской суеты в шотландскую глушь! Синеглазая красавица поклялась, что заставит виновника своих неудач доктора Рейли Стэнтона горько пожалеть о принятом решении и объявила ему войну! Однако скоро — увы, слишком скоро! — Бренна поняла, что сражаться в этой войне придется против благородного человека, настоящего мужчины, страстно ее полюбившего и готового на все, лишь бы пробудить в ней ответное чувство…		
3115	Вчерашние розы	(Кэлмен Хизер (Калмен))	Хелли Гардинер обращается к богачу Джейку Парришу за финансовой помощью для благотворительного приюта, в котором она работает. Могла ли она подумать, что ее помощь и участие нужны ему гораздо больше, чем ей благотворительные взносы…		
7036	Завтрашние мечты	(Кэлмен Хизер (Калмен))	В единый миг рухнули надежды певицы Пенелопы Пэрриш на счастье. Сет Тайлер, человек, которого она любила больше жизни, оставил ее, оскорбив ни в чем не повинную красавицу нелепыми обвинениями. Потрясенная Пенелопа не знала, что Сет внезапно открыл тайну своего рождения — тайну, сделавшую невозможной его брак с возлюбленной. Заставить девушку возненавидеть того, кого недавно обожала, — вот единственный способ защитить ее. Но страсть, загнанная в глубину сердца, горькая, почти обреченная, вновь и вновь вырывается на волю…		
1022	Безоглядная страсть	(Кэнхем Марша)	Кажется, еще вчера прелестная Энни была счастливой, любящей и любимой молодой женой отважного Ангуса! Как стремительно все изменилось... Расколота, истерзана восстанием за независимость Шотландия, а Ангус, к ужасу Энни, встал на сторону англичан! Гордая красавица поклялась навек вырвать предателя из сердца – и свято держала свое слово, пока Судьба вновь не бросила ее в жаркие объятия супруга. Пока Энни не поняла, что стоит перед трудным выбором – между счастьем и честью, между гордостью истинной шотландки и жгучей, мучительной и сладкой любовью к Ангусу...		
1023	Железная роза	(Кэнхем Марша)	Вариан Септ-Клер, аристократ до кончиков ногтей ненавидел и презирал пиратов и считал женщин слабыми, изнеженными существами пока однажды его не спасла от верной гибели отважная красавица Джульетта Данте - дочь знаменитого пиратского капитана, унаследовавшая и дело своего отца, и его несгибаемую гордость. Такой женщиной нельзя не восхищаться. Такую женщину нельзя не желать. Но — можно ли полюбить эту «морскую королеву», зная, что любовь будет смертельно опасной?..		
1026	Таинственный всадник	(Кэнхем Марша)	Этого таинственного разбойника называли Капитан Старлайт, и от его лихих налетов не было спасения. Никто не знал, что под маской бандита скрывается благородный джентльмен Тайрон Харт, всегда готовый прийти на помощь слабому и беззащитному. Однако только ли благородство вынуждает Тайрона спасти от брака с жестоким богачом прелестную Рене д`Антон? А может быть, мужественный аристократ-грабитель, сам того не сознавая, все сильнее запутывается в сетях очаровательной юной француженки?..		
3012	Чайная роза	(Кэнхем Марша)	Юная Чайна приехала в далекий Портсмут, чтобы согласно родительской воле стать женой знатного и богатого Рейналфа Кросса. Однако с первого же взгляда влюбилась в младшего брата своего жениха — отчаянного авантюриста Джастина! Напрасно старается девушка следовать велению долга и скрывать свою любовь, — жестокой ссоры Рейналфа и Джастина, и без того не питавших друг к другу братских чувств, не избежать. Поместье Кроссов становится ареной борьбы ревности, мести и исступленной страсти…		
5636	Бесстрашная леди	(Лафой Лесли)	Ирландский разбойник-аристократ Каррик де Марсо по прозвищу Дракон поклялся, что никогда не позволит себе увлечься женщиной. — таинственное предсказание не оставляло надежд на счастье и предрекало скорую гибель. Однако сама судьба сводит его с прекрасной и отважной Глинис Малдун, которая утверждает, что может предотвратить неизбежное. И все клятвы мужественного Дракона мгновенно рассыпаются в прах, сметенные пожаром страстной и пылкой любви!		
36285	Скандал и грех	(Леджен Тамара)	Отец Абигайль Ритчи мечтает, чтобы его дочь царила в высшем свете. Для этого он готов на все — даже выдать ее за надменного лорда Далиджа, оплатив его долги. Но Абигайль вовсе не привлекает титул, и, убедившись, что лорд совсем не тот человек, которого она хотела бы видеть рядом, она разрывает помолвку. В Лондоне разгорается настоящий скандал, и девушке ничего не остается, как покинуть город. Но и в Хартфордшире она не находит покоя, ведь там живет обаятельный Кэри Уэйборн, готовый приютить беглянку под крышей своего дома.		
4702	Неподходящий муж	(Ли Ребекка Хоган)	На счету богатого красавца Джарреда, маркиза Шеппердстона, были десятки соблазненных дам, что не мешало ему оставаться несгибаемым холостяком. Но когда обедневшая красавица Сара Экерсли в отчаянии решает стать куртизанкой, маркиз вызывается помочь ей... Фиктивный брак - что может быть проще и удобнее для мужчины и женщины, не испытывающих тяги к семейной жизни? Однако Джарред не учитывает одной мелочи - страсть к Саре охватывает его все сильнее...		
1068	Цветущий вереск	(Ли Ребекка Хоган)	Офицеру королевских войск в мятежной Шотландии может угрожать немало опасностей, и бесстрашный Нейл Клермонт, граф Дерроуфорд, отлично это понимает. Но разве мог он предположить, что главная опасность для него - женитьба на прекрасной предводительнице клана воинственных горцев! Страшный сон убежденного холостяка, внезапно ставший явью? Нет! Странное начало красивой истории настоящей любви - любви пылкой и страстной, нежной, чувственной - и счастливой...		
1121	Влюбленный мститель	(Линн Вирджиния)	Если хочешь отомстить врагу, отними у него самое дорогое! Так считал отчаянный и безжалостный техасский бандит Кейл Хардин. Похищая Хлою, юную и невинную племянницу своего смертельного врага, он и не подозревал, что загоняет в ловушку сам себя... Ведь красота, гордость и чистота рыжекудрой пленницы постепенно, исподволь все больше покоряют сердце Кейла, и скоро он уже пылает в огне истинной страсти - страсти, которая приходит к мужчине только раз...		
8192	Любовь авантюриста	(Линн Вирджиния)	Прелестная Саммер Сен-Клер, воспитанная в благородной семье американского Юга, была НАСТОЛЬКО УВЕРЕНА в джентльменском благородстве мужчин, что оказавшись без гроша в кармане на улицах Лондона, простодушно доверилась уличному авантюристу Джейми, Камерону, с первого же взгляда задумавшему сделать ее своей любовницей! Но, как ни странно, именно наивность Саммер стала для нее лучшей защитой - и вскоре плотская страсть Камерона обратилась в настоящую любовь - пылкую, безоглядную и самоотверженную.		
1122	Непокорная пленница	(Линн Вирджиния)	Юная Уитни Брэдфорд писала приключенческие романы о бандитах Дикого Запада — и больше всего хотела увидеть хоть одного из демонических героев прерий воочию и услышать, как он рассказывает о себе. Но, как известно, желания имеют скверное свойство сбываться… и вот уже Уитни — пленница одного из опаснейших людей Аризоны, черноволосого Каттера, мужчины, упорно видящего в писательнице всего лишь прекрасную, желанную женщину, любви которой он готов добиться любыми средствами…		
3150	Роза пирата	(Линфорд Джанет)	Немало испытаний выпадает на долю юной, пылкой и очень независимой Розалинды Кэвендиш. И только получив первые горькие уроки суровой действительности, она поняла, что же все - таки является главным в жизни любящей женщины. Не случайно именно ей доверяет свою тайну скрывающийся ото всех под черной маской легендарный и благородный Король Нищих.		
3861	Великосветский переполох	(Лэйтон Эдит)	Первая красавица лондонского света выходит замуж за ничем не примечательного провинциала Майлса Крофта. недавно унаследовавшего титул виконта Пелема. Брак по расчету`.` Шантаж? Приказ отца? Общество сплетничает и гадает.,. И только сама невеста, прекрасная Аннабелла, знает, что ее нареченный — именно тот мужчина, о котором она давно мечтала, единственный, кто достоин ее страстной любви. Но почему он упорно отвечает на эту любовь холодной сдержанностью?..		
